"Habitat","Species","Historical land use","IndVal.g","p.value"
"Wet grasslands","Carex fritschii","Forest",0.0546,0.448
"Wet grasslands","Carex hartmaniorum","Water body",0.2089,0.071
"Wet grasslands","Carex hirta","Arable land",0.1616,0.737
"Wet grasslands","Carex hostiana","Arable land",0.1016,0.369
"Wet grasslands","Carex lasiocarpa","Grassland",0.0652,0.659
"Wet grasslands","Carex lepidocarpa","Arable land",0.07,0.465
"Wet grasslands","Carex leporina","Water body",0.1579,0.428
"Wet grasslands","Carex melanostachya","Forest",0.1121,0.5
"Wet grasslands","Carex michelii","Forest",0.0546,0.448
"Wet grasslands","Carex muricata","Arable land",0.0486,0.758
"Wet grasslands","Carex nigra","Grassland",0.3314,0.027
"Wet grasslands","Carex pallescens","Water body",0.1973,0.093
"Wet grasslands","Carex pallidula","Arable land",0.0467,0.535
"Wet grasslands","Carex panicea","Water body",0.3635,0.006
"Wet grasslands","Carex paniculata","Forest",0.0755,0.543
"Wet grasslands","Carex pendula","Forest",0.0773,0.209
"Wet grasslands","Carex pilosa","Forest",0.0457,0.644
"Wet grasslands","Carex pilulifera","Water body",0.1045,0.371
"Wet grasslands","Carex praecox","Forest",0.1636,0.039
"Wet grasslands","Carex pulicaris","Water body",0.1143,0.193
"Wet grasslands","Carex remota","Forest",0.2571,0.001
"Wet grasslands","Carex riparia","Water body",0.0979,0.488
"Wet grasslands","Carex rostrata","Grassland",0.1818,0.279
"Wet grasslands","Carex secalina","Water body",0.069,0.428
"Wet grasslands","Carex spicata","Forest",0.0654,0.492
"Wet grasslands","Carex sylvatica","Forest",0.1243,0.037
"Wet grasslands","Carex umbrosa","Grassland",0.1822,0.018
"Wet grasslands","Carex vesicaria","Water body",0.2677,0.005
"Wet grasslands","Carex viridula","Water body",0.0974,0.028
"Wet grasslands","Carex vulpina","Grassland",0.158,0.387
"Wet grasslands","Carlina vulgaris aggr.","Grassland",0.0627,0.441
"Wet grasslands","Carpinus betulus","Forest",0.0502,0.513
"Wet grasslands","Carum carvi","Settlement",0.1472,0.007
"Wet grasslands","Centaurea jacea","Grassland",0.1755,0.32
"Wet grasslands","Centaurea phrygia aggr.","Grassland",0.1083,0.121
"Wet grasslands","Centaurea scabiosa","Forest",0.0546,0.454
"Wet grasslands","Centaurea thuillieri","Arable land",0.0712,0.301
"Wet grasslands","Centaurium erythraea","Arable land",0.0788,0.217
"Wet grasslands","Centaurium pulchellum","Water body",0.1717,0.014
"Wet grasslands","Cerastium arvense","Grassland",0.0314,1
"Wet grasslands","Cerastium dubium","Water body",0.0953,0.315
"Wet grasslands","Cerastium fontanum subsp. vulgare","Arable land",0.2029,0.08
"Wet grasslands","Cerastium glomeratum","Forest",0.0483,0.549
"Wet grasslands","Cerastium pumilum","Forest",0.0423,1
"Wet grasslands","Cerastium semidecandrum","Grassland",0.0314,1
"Wet grasslands","Chaerophyllum aromaticum","Settlement",0.1746,0.011
"Wet grasslands","Chaerophyllum aureum","Settlement",0.0737,0.334
"Wet grasslands","Chaerophyllum bulbosum","Forest",0.1157,0.046
"Wet grasslands","Chaerophyllum hirsutum","Forest",0.2633,0.003
"Wet grasslands","Chaerophyllum temulum","Settlement",0.1331,0.015
"Wet grasslands","Chaiturus marrubiastrum","Forest",0.0905,0.208
"Wet grasslands","Chelidonium majus","Settlement",0.1129,0.051
"Wet grasslands","Chenopodiastrum hybridum","Grassland",0.0314,1
"Wet grasslands","Chenopodiastrum murale","Arable land",0.0567,0.268
"Wet grasslands","Chenopodium album aggr.","Settlement",0.1238,0.165
"Wet grasslands","Chenopodium ficifolium","Arable land",0.0588,0.695
"Wet grasslands","Chondrilla juncea","Grassland",0.0314,1
"Wet grasslands","Chrysosplenium alternifolium","Forest",0.2395,0.001
"Wet grasslands","Cichorium intybus","Arable land",0.1125,0.076
"Wet grasslands","Cicuta virosa","Arable land",0.0567,0.28
"Wet grasslands","Circaea alpina","Forest",0.1175,0.043
"Wet grasslands","Circaea lutetiana","Forest",0.1579,0.006
"Wet grasslands","Circaea x intermedia","Forest",0.1093,0.04
"Wet grasslands","Cirsium arvense","Forest",0.1996,0.517
"Wet grasslands","Cirsium brachycephalum","Grassland",0.0882,0.179
"Wet grasslands","Cirsium canum","Arable land",0.1256,0.806
"Wet grasslands","Cirsium heterophyllum aggr.","Forest",0.1105,0.857
"Wet grasslands","Cirsium oleraceum","Arable land",0.1641,0.615
"Wet grasslands","Cirsium palustre","Grassland",0.289,0.505
"Wet grasslands","Cirsium pannonicum","Grassland",0.0314,1
"Wet grasslands","Cirsium rivulare","Forest",0.1754,0.036
"Wet grasslands","Cirsium vulgare","Water body",0.0875,0.296
"Wet grasslands","Clematis integrifolia","Grassland",0.0508,0.949
"Wet grasslands","Clematis recta","Arable land",0.0566,0.387
"Wet grasslands","Clematis vitalba","Settlement",0.0716,0.35
"Wet grasslands","Clinopodium acinos","Grassland",0.0314,1
"Wet grasslands","Clinopodium vulgare","Grassland",0.0314,1
"Wet grasslands","Colchicum autumnale","Forest",0.1545,0.144
"Wet grasslands","Comarum palustre","Water body",0.2358,0.001
"Wet grasslands","Conium maculatum","Forest",0.0744,0.26
"Wet grasslands","Convallaria majalis","Forest",0.0531,0.458
"Wet grasslands","Convolvulus arvensis","Settlement",0.1768,0.006
"Wet grasslands","Cornus sanguinea","Forest",0.0546,0.46
"Wet grasslands","Corydalis intermedia","Grassland",0.0314,1
"Wet grasslands","Corydalis solida","Grassland",0.0314,1
"Wet grasslands","Corylus avellana","Arable land",0.0501,0.686
"Wet grasslands","Crataegus laevigata","Arable land",0.0302,0.906
"Wet grasslands","Crataegus monogyna","Forest",0.0428,0.859
"Wet grasslands","Crepis biennis","Settlement",0.0754,0.352
"Wet grasslands","Crepis mollis","Grassland",0.1606,0.115
"Wet grasslands","Crepis paludosa","Forest",0.249,0.011
"Wet grasslands","Crepis setosa","Arable land",0.0567,0.282
"Wet grasslands","Cruciata glabra","Grassland",0.0768,0.271
"Wet grasslands","Cruciata laevipes","Forest",0.0768,0.348
"Wet grasslands","Crypsis aculeata","Arable land",0.0567,0.277
"Wet grasslands","Crypsis alopecuroides","Arable land",0.0567,0.287
"Wet grasslands","Crypsis schoenoides","Forest",0.0773,0.281
"Wet grasslands","Cuscuta epithymum","Grassland",0.0768,0.274
"Wet grasslands","Cuscuta europaea","Arable land",0.0637,0.755
"Wet grasslands","Cynodon dactylon","Settlement",0.1194,0.032
"Wet grasslands","Cynosurus cristatus","Arable land",0.0744,0.748
"Wet grasslands","Cyperus fuscus","Forest",0.1431,0.035
"Wet grasslands","Cyperus michelianus","Forest",0.0546,0.453
"Wet grasslands","Cystopteris fragilis","Forest",0.0773,0.254
"Wet grasslands","Cytisus hirsutus","Forest",0.0546,0.448
"Wet grasslands","Dactylis glomerata","Arable land",0.1863,0.386
"Wet grasslands","Dactylorhiza incarnata","Arable land",0.0522,0.331
"Wet grasslands","Dactylorhiza maculata aggr.","Forest",0.0879,0.428
"Wet grasslands","Dactylorhiza majalis","Grassland",0.1355,0.48
"Wet grasslands","Dactylorhiza traunsteineri","Arable land",0.0567,0.289
"Wet grasslands","Danthonia decumbens","Arable land",0.1246,0.386
"Wet grasslands","Daphne mezereum","Forest",0.0546,0.448
"Wet grasslands","Daucus carota","Settlement",0.1249,0.108
"Wet grasslands","Deschampsia cespitosa aggr.","Water body",0.339,0.073
"Wet grasslands","Descurainia sophia","Settlement",0.0985,0.112
"Wet grasslands","Dianthus carthusianorum","Grassland",0.0314,1
"Wet grasslands","Dianthus carthusianorum aggr.","Grassland",0.0314,1
"Wet grasslands","Dianthus deltoides","Water body",0.0852,0.109
"Wet grasslands","Dianthus superbus","Grassland",0.0946,0.414
"Wet grasslands","Digitaria sanguinalis","Settlement",0.077,0.237
"Wet grasslands","Diplotaxis muralis","Grassland",0.0314,1
"Wet grasslands","Dipsacus fullonum","Water body",0.0967,0.037
"Wet grasslands","Dipsacus laciniatus","Arable land",0.0758,0.225
"Wet grasslands","Dipsacus pilosus","Forest",0.0546,0.442
"Wet grasslands","Doronicum austriacum","Grassland",0.0314,1
"Wet grasslands","Dorycnium pentaphyllum","Arable land",0.0567,0.312
"Wet grasslands","Drosera rotundifolia","Forest",0.0546,0.453
"Wet grasslands","Drymochloa sylvatica","Forest",0.0946,0.03
"Wet grasslands","Dryopteris carthusiana aggr.","Forest",0.21,0.004
"Wet grasslands","Dryopteris cristata","Arable land",0.0578,0.596
"Wet grasslands","Dryopteris filix-mas","Forest",0.169,0.008
"Wet grasslands","Dysphania ambrosioides","Settlement",0.0985,0.111
"Wet grasslands","Echinochloa crus-galli","Forest",0.2107,0.012
"Wet grasslands","Echinocystis lobata","Forest",0.0915,0.243
"Wet grasslands","Echinops sphaerocephalus","Arable land",0.0476,0.561
"Wet grasslands","Echium vulgare","Arable land",0.052,0.334
"Wet grasslands","Elatine hydropiper","Grassland",0.0314,1
"Wet grasslands","Eleocharis acicularis","Forest",0.0912,0.059
"Wet grasslands","Eleocharis mamillata","Grassland",0.0314,1
"Wet grasslands","Eleocharis ovata","Arable land",0.0539,0.348
"Wet grasslands","Eleocharis palustris","Forest",0.1094,0.594
"Wet grasslands","Eleocharis uniglumis","Grassland",0.1377,0.201
"Wet grasslands","Elymus caninus","Forest",0.1123,0.131
"Wet grasslands","Elytrigia intermedia","Forest",0.0455,0.661
"Wet grasslands","Elytrigia repens aggr.","Arable land",0.2158,0.138
"Wet grasslands","Epilobium angustifolium","Grassland",0.07,0.409
"Wet grasslands","Epilobium ciliatum","Settlement",0.1165,0.627
"Wet grasslands","Epilobium hirsutum","Settlement",0.2241,0.003
"Wet grasslands","Epilobium montanum","Grassland",0.0687,0.808
"Wet grasslands","Epilobium obscurum","Settlement",0.1794,0.022
"Wet grasslands","Epilobium palustre","Grassland",0.192,0.247
"Wet grasslands","Epilobium parviflorum","Grassland",0.0527,0.91
"Wet grasslands","Epilobium roseum","Water body",0.0943,0.163
"Wet grasslands","Epilobium tetragonum","Water body",0.1131,0.136
"Wet grasslands","Epipactis helleborine","Settlement",0.0985,0.118
"Wet grasslands","Epipactis palustris","Grassland",0.1135,0.215
"Wet grasslands","Equisetum arvense","Forest",0.2047,0.188
"Wet grasslands","Equisetum fluviatile","Grassland",0.1934,0.294
"Wet grasslands","Equisetum palustre","Arable land",0.2427,0.286
"Wet grasslands","Equisetum pratense","Forest",0.0433,0.83
"Wet grasslands","Equisetum sylvaticum","Forest",0.2391,0.002
"Wet grasslands","Equisetum telmateia","Forest",0.0672,0.446
"Wet grasslands","Equisetum variegatum","Arable land",0.0549,0.378
"Wet grasslands","Erigeron annuus","Forest",0.1178,0.056
"Wet grasslands","Erigeron canadensis","Settlement",0.1839,0.017
"Wet grasslands","Eriophorum angustifolium","Grassland",0.1793,0.239
"Wet grasslands","Eriophorum latifolium","Forest",0.1843,0.003
"Wet grasslands","Eriophorum vaginatum","Grassland",0.058,0.591
"Wet grasslands","Erodium cicutarium","Arable land",0.0567,0.262
"Wet grasslands","Erysimum cheiranthoides","Grassland",0.0543,0.594
"Wet grasslands","Euonymus europaeus","Forest",0.0587,0.685
"Wet grasslands","Eupatorium cannabinum","Forest",0.1284,0.064
"Wet grasslands","Euphorbia amygdaloides","Forest",0.0546,0.458
"Wet grasslands","Euphorbia cyparissias","Forest",0.0546,0.448
"Wet grasslands","Euphorbia dulcis","Grassland",0.0314,1
"Wet grasslands","Euphorbia esula","Arable land",0.0687,0.62
"Wet grasslands","Euphorbia helioscopia","Grassland",0.0314,1
"Wet grasslands","Euphorbia illirica","Grassland",0.0543,0.594
"Wet grasslands","Euphorbia lucida","Grassland",0.0992,0.137
"Wet grasslands","Euphorbia palustris","Grassland",0.0376,0.906
"Wet grasslands","Euphorbia platyphyllos","Grassland",0.0314,1
"Wet grasslands","Euphorbia stricta","Grassland",0.0314,1
"Wet grasslands","Euphrasia rostkoviana","Grassland",0.0706,0.59
"Wet grasslands","Fagus sylvatica","Forest",0.0663,0.407
"Wet grasslands","Fallopia convolvulus","Arable land",0.0509,0.896
"Wet grasslands","Fallopia dumetorum","Forest",0.0574,0.662
"Wet grasslands","Festuca filiformis","Water body",0.141,0.027
"Wet grasslands","Festuca heterophylla","Grassland",0.0314,1
"Wet grasslands","Festuca ovina","Arable land",0.1228,0.633
"Wet grasslands","Festuca rubra aggr.","Arable land",0.2909,0.079
"Wet grasslands","Festuca stricta subsp. sulcata","Grassland",0.0768,0.262
"Wet grasslands","Festuca trichophylla","Arable land",0.0567,0.288
"Wet grasslands","Ficaria verna","Grassland",0.097,0.641
"Wet grasslands","Filipendula ulmaria","Grassland",0.3072,0.248
"Wet grasslands","Filipendula vulgaris","Grassland",0.1402,0.116
"Wet grasslands","Fragaria vesca","Arable land",0.0517,0.834
"Wet grasslands","Fragaria viridis","Settlement",0.0794,0.245
"Wet grasslands","Frangula alnus","Arable land",0.1128,0.181
"Wet grasslands","Fraxinus angustifolia","Forest",0.1162,0.054
"Wet grasslands","Fraxinus excelsior","Forest",0.109,0.15
"Wet grasslands","Gagea lutea","Grassland",0.0443,0.937
"Wet grasslands","Galega officinalis","Settlement",0.0961,0.161
"Wet grasslands","Galeopsis pubescens","Water body",0.1023,0.135
"Wet grasslands","Galeopsis speciosa","Forest",0.0806,0.411
"Wet grasslands","Galeopsis tetrahit aggr.","Forest",0.1306,0.73
"Wet grasslands","Galinsoga parviflora","Settlement",0.0726,0.377
"Wet grasslands","Galinsoga quadriradiata","Settlement",0.1011,0.125
"Wet grasslands","Galium album","Grassland",0.0835,0.517
"Wet grasslands","Galium aparine","Forest",0.1864,0.57
"Wet grasslands","Galium boreale","Arable land",0.1921,0.218
"Wet grasslands","Galium intermedium","Grassland",0.0314,1
"Wet grasslands","Galium mollugo aggr.","Grassland",0.1265,0.696
"Wet grasslands","Galium odoratum","Forest",0.1157,0.046
"Wet grasslands","Galium palustre aggr.","Grassland",0.2661,0.794
"Wet grasslands","Galium pumilum","Settlement",0.0675,0.498
"Wet grasslands","Galium rivale","Arable land",0.0535,0.632
"Wet grasslands","Galium rubioides","Grassland",0.0314,1
"Wet grasslands","Galium sylvaticum","Grassland",0.0314,1
"Wet grasslands","Galium uliginosum","Water body",0.291,0.626
"Wet grasslands","Galium verum","Arable land",0.1696,0.163
"Wet grasslands","Genista tinctoria","Grassland",0.1553,0.036
"Wet grasslands","Gentiana pneumonanthe","Arable land",0.1529,0.012
"Wet grasslands","Gentianella austriaca","Grassland",0.0314,1
"Wet grasslands","Geranium dissectum","Grassland",0.0314,1
"Wet grasslands","Geranium palustre","Arable land",0.1097,0.577
"Wet grasslands","Geranium pratense","Settlement",0.1228,0.289
"Wet grasslands","Geranium pusillum","Arable land",0.0418,0.965
"Wet grasslands","Geranium robertianum","Forest",0.1623,0.037
"Wet grasslands","Geranium sanguineum","Forest",0.0452,0.651
"Wet grasslands","Geranium sylvaticum aggr.","Grassland",0.0723,0.385
"Wet grasslands","Geum rivale","Grassland",0.1525,0.138
"Wet grasslands","Geum urbanum","Settlement",0.1683,0.059
"Wet grasslands","Gladiolus imbricatus","Grassland",0.0443,0.849
"Wet grasslands","Gladiolus palustris","Grassland",0.0695,0.795
"Wet grasslands","Glaux maritima","Arable land",0.0789,0.287
"Wet grasslands","Glechoma hederacea","Forest",0.1493,0.555
"Wet grasslands","Glechoma hirsuta","Grassland",0.0314,1
"Wet grasslands","Glyceria declinata","Arable land",0.1002,0.117
"Wet grasslands","Glyceria fluitans aggr.","Water body",0.1352,0.226
"Wet grasslands","Glyceria maxima","Water body",0.2353,0.003
"Wet grasslands","Glyceria notata","Settlement",0.0949,0.107
"Wet grasslands","Gnaphalium sylvaticum","Forest",0.0469,0.644
"Wet grasslands","Gnaphalium uliginosum","Forest",0.1312,0.05
"Wet grasslands","Gratiola officinalis","Forest",0.173,0.078
"Wet grasslands","Gymnadenia conopsea","Grassland",0.1243,0.109
"Wet grasslands","Gymnocarpium dryopteris","Forest",0.0773,0.167
"Wet grasslands","Gypsophila muralis","Water body",0.0869,0.13
"Wet grasslands","Helianthemum nummularium","Arable land",0.0567,0.287
"Wet grasslands","Helianthus tuberosus","Grassland",0.0443,0.794
"Wet grasslands","Heracleum sphondylium","Settlement",0.1464,0.372
"Wet grasslands","Hieracium lachenalii","Grassland",0.0314,1
"Wet grasslands","Hieracium laevigatum","Grassland",0.0314,1
"Wet grasslands","Hieracium murorum","Forest",0.0773,0.256
"Wet grasslands","Hieracium sabaudum","Arable land",0.0567,0.286
"Wet grasslands","Hieracium umbellatum","Water body",0.0897,0.258
"Wet grasslands","Holcus lanatus","Arable land",0.3028,0.102
"Wet grasslands","Holcus mollis","Grassland",0.1556,0.276
"Wet grasslands","Homogyne alpina","Forest",0.0546,0.466
"Wet grasslands","Hordeum murinum","Settlement",0.1057,0.061
"Wet grasslands","Hottonia palustris","Arable land",0.0567,0.28
"Wet grasslands","Humulus lupulus","Forest",0.1231,0.126
"Wet grasslands","Hydrocotyle vulgaris","Water body",0.2187,0.001
"Wet grasslands","Hylotelephium maximum","Grassland",0.0314,1
"Wet grasslands","Hylotelephium telephium","Grassland",0.0314,1
"Wet grasslands","Hyoscyamus niger","Arable land",0.053,0.366
"Wet grasslands","Hypericum hirsutum","Forest",0.0546,0.453
"Wet grasslands","Hypericum humifusum","Forest",0.0484,0.557
"Wet grasslands","Hypericum maculatum aggr.","Grassland",0.1574,0.331
"Wet grasslands","Hypericum perforatum","Water body",0.1086,0.117
"Wet grasslands","Hypericum tetrapterum","Grassland",0.0798,0.44
"Wet grasslands","Hypochaeris radicata","Forest",0.0525,0.804
"Wet grasslands","Illecebrum verticillatum","Grassland",0.0443,0.978
"Wet grasslands","Impatiens glandulifera","Forest",0.1133,0.337
"Wet grasslands","Impatiens noli-tangere","Forest",0.2995,0.001
"Wet grasslands","Impatiens parviflora","Forest",0.158,0.036
"Wet grasslands","Inula britannica","Water body",0.2573,0.003
"Wet grasslands","Inula germanica","Grassland",0.0314,1
"Wet grasslands","Inula helenium","Arable land",0.0567,0.292
"Wet grasslands","Inula hirta","Grassland",0.0314,1
"Wet grasslands","Inula salicina","Grassland",0.1538,0.115
"Wet grasslands","Iris pseudacorus","Forest",0.1338,0.482
"Wet grasslands","Iris sibirica","Settlement",0.1225,0.612
"Wet grasslands","Iris variegata","Grassland",0.0314,1
"Wet grasslands","Isolepis setacea","Grassland",0.0314,1
"Wet grasslands","Jacobaea aquatica","Settlement",0.1224,0.394
"Wet grasslands","Jacobaea erratica","Water body",0.2217,0.003
"Wet grasslands","Jacobaea vulgaris","Grassland",0.0443,0.938
"Wet grasslands","Juglans nigra","Forest",0.0546,0.46
"Wet grasslands","Juglans regia","Grassland",0.0314,1
"Wet grasslands","Juncus acutiflorus","Grassland",0.0625,0.82
"Wet grasslands","Juncus alpinoarticulatus","Grassland",0.0443,0.945
"Wet grasslands","Juncus articulatus","Water body",0.2741,0.008
"Wet grasslands","Juncus atratus","Grassland",0.0443,0.819
"Wet grasslands","Juncus bufonius aggr.","Forest",0.1081,0.319
"Wet grasslands","Juncus bulbosus","Grassland",0.0314,1
"Wet grasslands","Juncus capitatus","Arable land",0.0406,1
"Wet grasslands","Juncus compressus","Water body",0.2786,0.001
"Wet grasslands","Juncus conglomeratus","Arable land",0.2117,0.549
"Wet grasslands","Juncus effusus","Water body",0.2943,0.329
"Wet grasslands","Juncus filiformis","Arable land",0.2058,0.258
"Wet grasslands","Juncus gerardi","Water body",0.113,0.107
"Wet grasslands","Juncus inflexus","Grassland",0.1332,0.166
"Wet grasslands","Juncus subnodulosus","Arable land",0.0432,0.805
"Wet grasslands","Juncus tenuis","Arable land",0.0519,0.679
"Wet grasslands","Juniperus communis subsp. communis","Grassland",0.0314,1
"Wet grasslands","Kickxia elatine","Grassland",0.0314,1
"Wet grasslands","Knautia arvensis","Grassland",0.0517,0.924
"Wet grasslands","Knautia drymeia","Forest",0.0546,0.448
"Wet grasslands","Knautia maxima","Arable land",0.049,0.809
"Wet grasslands","Koeleria pyramidata","Grassland",0.1196,0.088
"Wet grasslands","Lactuca serriola","Forest",0.0566,0.914
"Wet grasslands","Lamium album","Settlement",0.1592,0.028
"Wet grasslands","Lamium galeobdolon","Forest",0.1019,0.243
"Wet grasslands","Lamium maculatum","Settlement",0.1786,0.022
"Wet grasslands","Lamium purpureum","Grassland",0.0543,0.58
"Wet grasslands","Lapsana communis","Settlement",0.1445,0.01
"Wet grasslands","Larix decidua","Forest",0.0546,0.489
"Wet grasslands","Laserpitium latifolium","Grassland",0.0314,1
"Wet grasslands","Laserpitium prutenicum","Grassland",0.1163,0.31
"Wet grasslands","Lathyrus palustris","Grassland",0.1226,0.311
"Wet grasslands","Lathyrus pannonicus","Grassland",0.0543,0.587
"Wet grasslands","Lathyrus pratensis","Grassland",0.3327,0.041
"Wet grasslands","Lathyrus tuberosus","Grassland",0.0543,0.6
"Wet grasslands","Leersia oryzoides","Grassland",0.0687,0.398
"Wet grasslands","Lemna minor","Arable land",0.0881,0.261
"Wet grasslands","Lemna trisulca","Grassland",0.0314,1
"Wet grasslands","Leontodon hispidus","Grassland",0.1522,0.147
"Wet grasslands","Leonurus cardiaca","Arable land",0.0567,0.279
"Wet grasslands","Lepidium ruderale","Settlement",0.1018,0.113
"Wet grasslands","Leucanthemum vulgare aggr.","Arable land",0.1236,0.359
"Wet grasslands","Leucojum aestivum","Forest",0.1775,0.003
"Wet grasslands","Ligularia sibirica","Forest",0.0546,0.444
"Wet grasslands","Ligustrum vulgare","Forest",0.0773,0.224
"Wet grasslands","Lilium bulbiferum","Grassland",0.0314,1
"Wet grasslands","Lilium martagon","Forest",0.0532,0.451
"Wet grasslands","Limonium gmelinii","Arable land",0.0567,0.271
"Wet grasslands","Limosella aquatica","Forest",0.0689,0.448
"Wet grasslands","Linaria vulgaris","Water body",0.0902,0.17
"Wet grasslands","Lindernia procumbens","Grassland",0.0314,1
"Wet grasslands","Linum catharticum","Grassland",0.1211,0.272
"Wet grasslands","Lipandra polysperma","Forest",0.1201,0.114
"Wet grasslands","Liparis loeselii","Arable land",0.0483,0.663
"Wet grasslands","Lolium multiflorum","Grassland",0.0314,1
"Wet grasslands","Lolium perenne","Settlement",0.5194,0.001
"Wet grasslands","Lonicera nigra","Forest",0.0546,0.433
"Wet grasslands","Lotus corniculatus","Arable land",0.1314,0.431
"Wet grasslands","Lotus maritimus","Water body",0.1215,0.138
"Wet grasslands","Lotus pedunculatus","Water body",0.2238,0.002
"Wet grasslands","Lotus tenuis","Water body",0.285,0.001
"Wet grasslands","Lunaria rediviva","Forest",0.0499,0.468
"Wet grasslands","Lupinus polyphyllus","Forest",0.0525,0.483
"Wet grasslands","Luzula campestris aggr.","Grassland",0.2309,0.211
"Wet grasslands","Luzula luzuloides","Forest",0.0472,0.619
"Wet grasslands","Luzula sylvatica","Forest",0.1521,0.008
"Wet grasslands","Lycium barbarum","Settlement",0.0941,0.1
"Wet grasslands","Lycopodium annotinum","Forest",0.0546,0.466
"Wet grasslands","Lycopus europaeus","Water body",0.2274,0.02
"Wet grasslands","Lycopus exaltatus","Grassland",0.048,0.839
"Wet grasslands","Lysimachia nemorum","Forest",0.117,0.039
"Wet grasslands","Lysimachia nummularia","Forest",0.2344,0.156
"Wet grasslands","Lysimachia thyrsiflora","Water body",0.0903,0.353
"Wet grasslands","Lysimachia vulgaris","Water body",0.3922,0.002
"Wet grasslands","Lythrum hyssopifolia","Forest",0.1136,0.072
"Wet grasslands","Lythrum portula","Grassland",0.0411,0.901
"Wet grasslands","Lythrum salicaria","Water body",0.3624,0.001
"Wet grasslands","Lythrum virgatum","Forest",0.1264,0.159
"Wet grasslands","Malva neglecta","Arable land",0.0891,0.078
"Wet grasslands","Matricaria chamomilla","Arable land",0.0508,0.481
"Wet grasslands","Matricaria discoidea","Settlement",0.3271,0.001
"Wet grasslands","Medicago lupulina","Settlement",0.1748,0.006
"Wet grasslands","Melampyrum cristatum","Grassland",0.0314,1
"Wet grasslands","Melampyrum pratense","Forest",0.0492,0.45
"Wet grasslands","Melica transsilvanica","Grassland",0.0314,1
"Wet grasslands","Melilotus albus","Settlement",0.0924,0.119
"Wet grasslands","Melilotus altissimus","Arable land",0.0567,0.291
"Wet grasslands","Melilotus dentatus","Water body",0.119,0.067
"Wet grasslands","Melilotus officinalis","Arable land",0.0559,0.326
"Wet grasslands","Mentha aquatica","Water body",0.2206,0.005
"Wet grasslands","Mentha arvensis","Grassland",0.1919,0.278
"Wet grasslands","Mentha longifolia","Settlement",0.2971,0.001
"Wet grasslands","Mentha pulegium","Forest",0.1827,0.073
"Wet grasslands","Mentha x verticillata aggr.","Arable land",0.164,0.167
"Wet grasslands","Menyanthes trifoliata","Arable land",0.1165,0.176
"Wet grasslands","Mercurialis annua","Grassland",0.0314,1
"Wet grasslands","Mercurialis perennis","Forest",0.1009,0.061
"Wet grasslands","Microrrhinum minus","Grassland",0.0443,0.937
"Wet grasslands","Milium effusum","Forest",0.1123,0.048
"Wet grasslands","Mimulus guttatus","Forest",0.0504,0.665
"Wet grasslands","Moehringia trinervia","Settlement",0.0653,0.29
"Wet grasslands","Molinia caerulea aggr.","Water body",0.3372,0.001
"Wet grasslands","Montia fontana","Settlement",0.0835,0.164
"Wet grasslands","Myosotis arvensis","Forest",0.0644,0.565
"Wet grasslands","Myosotis ramosissima","Forest",0.0459,0.658
"Wet grasslands","Myosotis scorpioides aggr.","Forest",0.3438,0.033
"Wet grasslands","Myosotis sylvatica","Grassland",0.0443,0.942
"Wet grasslands","Myosoton aquaticum","Forest",0.2179,0.009
"Wet grasslands","Myosurus minimus","Water body",0.0923,0.063
"Wet grasslands","Nardus stricta","Water body",0.1605,0.431
"Wet grasslands","Nasturtium officinale","Arable land",0.0567,0.293
"Wet grasslands","Neottia ovata","Grassland",0.0759,0.325
"Wet grasslands","Nepeta cataria","Forest",0.0546,0.446
"Wet grasslands","Noccaea perfoliata","Grassland",0.0443,0.822
"Wet grasslands","Ochlopoa annua","Settlement",0.4162,0.001
"Wet grasslands","Odontites vulgaris aggr.","Forest",0.0745,0.341
"Wet grasslands","Oenanthe aquatica","Water body",0.1369,0.056
"Wet grasslands","Oenanthe fistulosa","Settlement",0.0981,0.055
"Wet grasslands","Oenanthe silaifolia","Arable land",0.0567,0.287
"Wet grasslands","Omphalodes scorpioides","Grassland",0.0443,0.926
"Wet grasslands","Ononis spinosa","Grassland",0.0947,0.346
"Wet grasslands","Onopordum acanthium","Arable land",0.0567,0.291
"Wet grasslands","Ophioglossum vulgatum","Water body",0.0782,0.59
"Wet grasslands","Orchis militaris","Grassland",0.0443,0.939
"Wet grasslands","Ornithogalum umbellatum","Grassland",0.0314,1
"Wet grasslands","Oxalis acetosella","Forest",0.2168,0.002
"Wet grasslands","Oxalis corniculata","Grassland",0.0314,1
"Wet grasslands","Oxalis stricta","Forest",0.0468,0.707
"Wet grasslands","Oxybasis chenopodioides","Grassland",0.0314,1
"Wet grasslands","Oxybasis glauca","Arable land",0.0715,0.338
"Wet grasslands","Oxybasis rubra","Water body",0.16,0.004
"Wet grasslands","Panicum capillare","Forest",0.051,0.442
"Wet grasslands","Panicum miliaceum","Grassland",0.0314,1
"Wet grasslands","Parietaria officinalis","Forest",0.0933,0.102
"Wet grasslands","Parnassia palustris","Forest",0.0824,0.874
"Wet grasslands","Pastinaca sativa","Settlement",0.1337,0.077
"Wet grasslands","Pedicularis palustris","Arable land",0.0816,0.178
"Wet grasslands","Pedicularis sylvatica","Grassland",0.0698,0.455
"Wet grasslands","Persicaria amphibia","Water body",0.2024,0.071
"Wet grasslands","Persicaria dubia","Forest",0.1136,0.173
"Wet grasslands","Persicaria hydropiper","Settlement",0.118,0.421
"Wet grasslands","Persicaria lapathifolia","Settlement",0.1055,0.549
